Date,Open,High,Low,Close,Sentiment_Score
2018-01-01 00:00:00.000000000,14112.2001953125,14112.2001953125,13154.7001953125,13657.2001953125,0.0
2018-01-02 00:00:00.000000000,13625.0,15444.599609375,13163.599609375,14982.099609375,0.0
2018-01-03 00:00:00.000000000,14978.2001953125,15572.7998046875,14844.5,15201.0,0.0
2018-01-04 00:00:00.000000000,15270.7001953125,15739.7001953125,14522.2001953125,15599.2001953125,0.0
2018-01-05 00:00:00.000000000,15477.2001953125,17705.19921875,15202.7998046875,17429.5,0.0
2018-01-06 00:00:00.000000000,17462.099609375,17712.400390625,16764.599609375,17527.0,0.0
2018-01-07 00:00:00.000000000,17527.30078125,17579.599609375,16087.7001953125,16477.599609375,0.0
2018-01-08 00:00:00.000000000,16476.19921875,16537.900390625,14208.2001953125,15170.099609375,0.0
2018-01-09 00:00:00.000000000,15123.7001953125,15497.5,14424.0,14595.400390625,0.0
2018-01-10 00:00:00.000000000,14588.5,14973.2998046875,13691.2001953125,14973.2998046875,0.0
2018-01-11 00:00:00.000000000,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,0.0
2018-01-12 00:00:00.000000000,13453.900390625,14229.900390625,13158.099609375,13980.599609375,0.0
2018-01-13 00:00:00.000000000,13952.400390625,14659.5,13952.400390625,14360.2001953125,0.0
2018-01-14 00:00:00.000000000,14370.7998046875,14511.7998046875,13268.0,13772.0,0.0
2018-01-15 00:00:00.000000000,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,0.0
2018-01-16 00:00:00.000000000,13836.099609375,13843.099609375,10194.900390625,11490.5,0.0
2018-01-17 00:00:00.000000000,11431.099609375,11678.0,9402.2900390625,11188.599609375,0.0
2018-01-18 00:00:00.000000000,11198.7998046875,12107.2998046875,10942.5,11474.900390625,0.0
2018-01-19 00:00:00.000000000,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,0.0
2018-01-20 00:00:00.000000000,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,0.0
2018-01-21 00:00:00.000000000,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,0.0
2018-01-22 00:00:00.000000000,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,0.0
2018-01-23 00:00:00.000000000,10944.5,11377.599609375,10129.7001953125,10868.400390625,0.0
2018-01-24 00:00:00.000000000,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,0.0
2018-01-25 00:00:00.000000000,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,0.0
2018-01-26 00:00:00.000000000,11256.0,11656.7001953125,10470.2998046875,11171.400390625,0.0
2018-01-27 00:00:00.000000000,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,0.0
2018-01-28 00:00:00.000000000,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,0.0
2018-01-29 00:00:00.000000000,11755.5,11875.599609375,11179.2001953125,11296.400390625,0.0
2018-01-30 00:00:00.000000000,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,0.0
2018-01-31 00:00:00.000000000,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,0.0
2018-02-01 00:00:00.000000000,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,0.0
2018-02-02 00:00:00.000000000,9142.2802734375,9142.2802734375,7796.490234375,8830.75,0.0
2018-02-03 00:00:00.000000000,8852.1201171875,9430.75,8251.6298828125,9174.91015625,0.0
2018-02-04 00:00:00.000000000,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,0.0
2018-02-05 00:00:00.000000000,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,0.0
2018-02-06 00:00:00.000000000,7051.75,7850.7001953125,6048.259765625,7754.0,0.0
2018-02-07 00:00:00.000000000,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,0.0
2018-02-08 00:00:00.000000000,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,0.0
2018-02-09 00:00:00.000000000,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,0.0
2018-02-10 00:00:00.000000000,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,0.0
2018-02-11 00:00:00.000000000,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,0.0
2018-02-12 00:00:00.000000000,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,0.0
2018-02-13 00:00:00.000000000,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,0.0
2018-02-14 00:00:00.000000000,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,0.0
2018-02-15 00:00:00.000000000,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,0.0
2018-02-16 00:00:00.000000000,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,0.0
2018-02-17 00:00:00.000000000,10207.5,11139.5,10149.400390625,11112.7001953125,0.0
2018-02-18 00:00:00.000000000,11123.400390625,11349.7998046875,10326.0,10551.7998046875,0.0
2018-02-19 00:00:00.000000000,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,0.0
2018-02-20 00:00:00.000000000,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,0.0
2018-02-21 00:00:00.000000000,11372.2001953125,11418.5,10479.099609375,10690.400390625,0.0
2018-02-22 00:00:00.000000000,10660.400390625,11039.099609375,9939.08984375,10005.0,0.0
2018-02-23 00:00:00.000000000,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,0.0
2018-02-24 00:00:00.000000000,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,0.0
2018-02-25 00:00:00.000000000,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,0.0
2018-02-26 00:00:00.000000000,9669.4296875,10475.0,9501.73046875,10366.7001953125,0.0
2018-02-27 00:00:00.000000000,10393.900390625,10878.5,10246.099609375,10725.599609375,0.0
2018-02-28 00:00:00.000000000,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,0.0
2018-03-01 00:00:00.000000000,10385.0,11052.2998046875,10352.7001953125,10951.0,0.0
2018-03-02 00:00:00.000000000,10977.400390625,11189.0,10850.099609375,11086.400390625,0.0
2018-03-03 00:00:00.000000000,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,0.0
2018-03-04 00:00:00.000000000,11497.400390625,11512.599609375,11136.099609375,11512.599609375,0.0
2018-03-05 00:00:00.000000000,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,0.0
2018-03-06 00:00:00.000000000,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,0.0
2018-03-07 00:00:00.000000000,10803.900390625,10929.5,9692.1201171875,9965.5703125,0.0
2018-03-08 00:00:00.000000000,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,0.0
2018-03-09 00:00:00.000000000,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,0.0
2018-03-10 00:00:00.000000000,9350.58984375,9531.3203125,8828.4697265625,8866.0,0.0
2018-03-11 00:00:00.000000000,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,0.0
2018-03-12 00:00:00.000000000,9602.9296875,9937.5,8956.4296875,9205.1201171875,0.0
2018-03-13 00:00:00.000000000,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,0.0
2018-03-14 00:00:00.000000000,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,0.0
2018-03-15 00:00:00.000000000,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,0.0
2018-03-16 00:00:00.000000000,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,0.0
2018-03-17 00:00:00.000000000,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,0.0
2018-03-18 00:00:00.000000000,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,0.0
2018-03-19 00:00:00.000000000,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,0.0
2018-03-20 00:00:00.000000000,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,0.0
2018-03-21 00:00:00.000000000,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,0.0
2018-03-22 00:00:00.000000000,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,0.0
2018-03-23 00:00:00.000000000,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,0.0
2018-03-24 00:00:00.000000000,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,0.0
2018-03-25 00:00:00.000000000,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,0.0
2018-03-26 00:00:00.000000000,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,0.0
2018-03-27 00:00:00.000000000,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,0.0
2018-03-28 00:00:00.000000000,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,0.0
2018-03-29 00:00:00.000000000,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,0.0
2018-03-30 00:00:00.000000000,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,0.0
2018-03-31 00:00:00.000000000,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,0.0
2018-04-01 00:00:00.000000000,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,0.0
2018-04-02 00:00:00.000000000,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,0.0
2018-04-03 00:00:00.000000000,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,0.0
2018-04-04 00:00:00.000000000,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,0.0
2018-04-05 00:00:00.000000000,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,0.0
