conversation_id,created_at,full_text
1.64811E+18,Mon Apr 17 23:56:56 +0000 2023,"UNA LOCURA: ChatGPT podría predecir el movimiento de precio de activos financieros, arrojan estudios.

#Bitcoin #Btc #ChatGPT https://t.co/PGJQpnYMiY"
1.64783E+18,Mon Apr 17 23:56:54 +0000 2023,"@binaya_btc @clarity_lang Clarity smart contracts programming language

Content by GPT. Music by https://t.co/ZVJj6YgOda, voice by 
@elevenlabsio.

Note: Hard to cover a programming language in 2 minutes https://t.co/H3L5Rc5qXY"
1.64776E+18,Mon Apr 17 23:56:52 +0000 2023,@MartyBent I dunno dude this is a democracy and each year more % of the population holds bitcoin
1.64811E+18,Mon Apr 17 23:56:51 +0000 2023,"BRICS contra o dólar; taxação da SHEIN e SHOPEE; baixa FERTILIDADE mundial; BITCOIN inconfiscável? #fernandoUlrich 
https://t.co/Y9nyB9nc1h via @PodcastAddict"
1.64811E+18,Mon Apr 17 23:56:44 +0000 2023,"#Bitcoin 의 투명성만으로도
많은 문제를 해결 할 수 있겠지"
1.64808E+18,Mon Apr 17 23:56:42 +0000 2023,"@Twitty_Twats Really excited for #ordinals - there are some amazing communities educating, building and inscribing together. @BitApes_btc @Bitamigos 

Solid foundations and making history!

And of course #battlebirds the best #web3 game of all time. https://t.co/DKwOXGDogr"
1.64811E+18,Mon Apr 17 23:56:42 +0000 2023,"En #Bitcoin el nivel de $30,000 está arraigado psicológicamente. 

¿Que veremos primero, $BTC en $25k o en $35k?"
1.64811E+18,Mon Apr 17 23:56:34 +0000 2023,"#Bitcoin #LightningNetwork continues to blow me away.

TRX processed over LN from @NiceHashMining account to @walletofsatoshi. Made a second TRX to @MyfirstBitcoin_. All completed within 2 minutes.

Only took so long 'cause I kept pausing to take in the speed and simplicity. ⚡🌋"
1.64811E+18,Mon Apr 17 23:56:33 +0000 2023,#Bitcoin poem by ChatGpt
1.64811E+18,Mon Apr 17 23:56:33 +0000 2023,"And a symbol of hope for a brighter kingdom.
So let us embrace this digital gem, And let its light shine on us like a diadem, For Bitcoin is more than just a coin, It's a symbol of the beauty of the human join."
1.64811E+18,Mon Apr 17 23:56:32 +0000 2023,"Make I impress you come Dey hungry?

Why😂"
1.64811E+18,Mon Apr 17 23:56:32 +0000 2023,"And though its path was not all smooth, Its beauty remained for us to prove, That even in the darkest hour, Bitcoin's light could show its power.
For it was a currency for the people, Free from the chains of any steeple, A beacon for those who sought freedom,"
1.64811E+18,Mon Apr 17 23:56:32 +0000 2023,"(2/2) also spaces has been permanently weakened , and the NFT verification thing that allows you to get tips in bitcoin- was originally the game killer and now nobody sees how significant that idea was.. everybody sucks.. including me I should’ve given up my life to go work there"
1.64811E+18,Mon Apr 17 23:56:31 +0000 2023,"In a world of bits and code, Where energy flows and circuits glowed, A new form of currency was born, A beauty that left many forlorn.
For it was not gold nor silver, Nor paper notes with ink to quiver, But a digital coin that shone, With power to inspire and move on.
Bitcoin,"
1.64811E+18,Mon Apr 17 23:56:29 +0000 2023,👀 $BTC 1week 🕯️ https://t.co/XJCCVT2zWQ
1.64811E+18,Mon Apr 17 23:56:26 +0000 2023,Bitcoin on-chain data highlights the steps BTC is taking to exit the bear market https://t.co/xJutCOOMcb
1.64811E+18,Mon Apr 17 23:56:19 +0000 2023,"@hereforthecom19 This dip on $BTC is a simple retest of previous resistence to confirm it as support.

An R/S flip. 

Confirmation being a bounce off the white line at 28.8k. That is the buy signal for short term trade."
1.64811E+18,Mon Apr 17 23:56:17 +0000 2023,"“Bitcoin mines -&gt; enriching crypto executives”

Who tf let you tweet this?"
1.64811E+18,Mon Apr 17 23:56:17 +0000 2023,"halo pak @ridwankamil hope you adopt bitcoin for goodthings. not just political things, we will support."
1.64809E+18,Mon Apr 17 23:56:17 +0000 2023,@SenWarren @nytimes I lost both arms after being forced to work long hours in the bitcoin mines.
1.64811E+18,Mon Apr 17 23:56:14 +0000 2023,A piece of me lives on BTC for eternity @TaprootWizards 🧙🏿‍♂️🧙🏿‍♂️🧙🏿‍♂️🧙🏿‍♂️🧙🏿‍♂️🧙🏿‍♂️🧙🏿‍♂️ https://t.co/FOWYOOArtI
1.64804E+18,Mon Apr 17 23:56:14 +0000 2023,@mcshane_writes @s256anon001 Sir… don’t you work for bitcoin magazine? 🤣
1.64811E+18,Mon Apr 17 23:56:13 +0000 2023,This thread means a lot to me. Seeing how #bitcoin and @paxful changed people’s lives.. it has been an honor to serve this community !
1.64811E+18,Mon Apr 17 23:56:08 +0000 2023,Warren Buffett Calls Bitcoin a 'Gambling Token' https://t.co/Vc0SpYrvBM via @coindesk    CHINA BANNED BITCOIN?
1.64811E+18,Mon Apr 17 23:56:07 +0000 2023,"@salomondrin será que esta es la bajada de la medusa que menciona nuestro tío salo?? 

Welcome to six flags perros 

BTC Weekly view https://t.co/NrqIUiFEhp"
1.64811E+18,Mon Apr 17 23:56:06 +0000 2023,"Seguiré este set up en $BTC, espero se desarrolle a mi favor. Timeframe 1H https://t.co/DSI9jSdmIe"
1.64811E+18,Mon Apr 17 23:56:02 +0000 2023,"https://t.co/Mis32WDdXY
If you are seeking means to travel using only Bitcoin - this short article is a must-read. Arbitrage players capitalize on cost differences to purchase commodities in markets where there is excess, as well as to market products in markets where there is de"
1.64811E+18,Mon Apr 17 23:56:02 +0000 2023,"@teloolah Yes, BTC and ETH. CME just announced end of day expiration for their micro contracts. Meaning the trade has to go the users way the same day they take the trade or else they will lose the money for the contract. 

Whereas, we swing trade with high leverage responsibly, yet that… https://t.co/JUbN5goJWV"
1.64811E+18,Mon Apr 17 23:55:59 +0000 2023,Esta herramienta fue creada por los desarrolladores de Samourai Wallet para facilitar el proceso de transacciones en Bitcoin.
1.64811E+18,Mon Apr 17 23:55:58 +0000 2023,"Cuando se escanean o agregan a una billetera compatible, generan direcciones únicas no utilizadas de bitcoin, sin revelar el historial de transacciones o saldos anteriores"
1.64811E+18,Mon Apr 17 23:55:57 +0000 2023,"Otra tecnología que Samourai Wallet utiliza es PayNym, que está construida sobre el estándar BIP-47 de Bitcoin. PayNym es una herramienta digital que permite enviar y recibir bitcoins de forma segura y privada utilizando códigos de pago reutilizables."
1.64795E+18,Mon Apr 17 23:55:56 +0000 2023,@alexstanczyk Tech is powerful enough to destabilize nations… but yeah sure - BTC is going to zero
1.64811E+18,Mon Apr 17 23:55:56 +0000 2023,#Bitcoin hitting lower level 1st band 2hour timeframe- #BuySignal @ 29488.47 #btc #bitcoin
1.64811E+18,Mon Apr 17 23:55:54 +0000 2023,"Seeing how many people are talking about #Bitcoindominance on twitter these days as they just figuired out the reason $BTC has been puming bc their altcoins have been getting justed for 3months

Sounds about right to have a few days of up to shake out FOMO Alt positions https://t.co/7VGG73kHIJ"
1.64811E+18,Mon Apr 17 23:55:54 +0000 2023,"Bitcoin girl is fantastic.  Pretty obsessed with her.

#nfts #crypto #digitalart #bitcoin"
1.64811E+18,Mon Apr 17 23:55:52 +0000 2023,@scottmelker Ya  what the fuck is a Bitcoin
